mfcc,label
"[-529.3216552734375, 47.450321197509766, -11.723711967468262, 4.300284385681152, -2.370680093765259, -11.65963363647461, -12.525760650634766, -19.852556228637695, -6.278739929199219, -0.8914356231689453, -12.216054916381836, -4.391233921051025, -8.89086627960205]",fearful
"[-391.4462585449219, 41.299705505371094, -26.13055419921875, -3.8382678031921387, -3.348130941390991, -13.394756317138672, -7.236886024475098, -13.436185836791992, -10.552482604980469, 9.002494812011719, -8.795650482177734, -4.849414825439453, -4.264538288116455]",fearful
"[-358.08935546875, 32.4431037902832, -32.414878845214844, -11.484582901000977, -7.929643154144287, -13.88961410522461, -8.36524772644043, -15.945250511169434, -14.946022987365723, 1.8015183210372925, -7.418686866760254, 0.5166307091712952, 5.536890506744385]",fearful
"[-396.3818359375, 34.576141357421875, -23.02279281616211, -11.523141860961914, -8.805855751037598, -14.433981895446777, -12.92629623413086, -21.448535919189453, -13.498489379882812, -1.928528070449829, -11.085546493530273, -1.7675068378448486, 0.6949959397315979]",fearful
"[-386.7321472167969, 33.30453109741211, -32.73319625854492, -10.721648216247559, -9.34189510345459, -12.9209623336792, -9.756730079650879, -17.610288619995117, -18.19438362121582, 0.3150087893009186, -10.908246040344238, -1.0267770290374756, 5.252023696899414]",fearful
"[-569.4660034179688, 63.79064178466797, -10.068466186523438, 14.71633243560791, 0.9093255996704102, -5.118712425231934, -8.481802940368652, -16.920717239379883, -1.6491585969924927, 1.5895875692367554, -11.06637954711914, 0.7009533047676086, -6.66154146194458]",disgust
"[-562.36474609375, 78.596435546875, -16.88740348815918, 16.766199111938477, -2.0009098052978516, -6.488783836364746, -6.644305229187012, -21.000532150268555, -10.522897720336914, 0.6802146434783936, -11.760811805725098, -1.031304121017456, -9.954345703125]",disgust
"[-603.9100341796875, 64.02506256103516, -6.453001499176025, 4.102510452270508, 0.26106345653533936, -5.140083312988281, -10.27473258972168, -19.350317001342773, -5.689418792724609, -1.208850622177124, -9.615507125854492, -3.9430909156799316, -10.32636547088623]",disgust
"[-582.6962280273438, 67.11327362060547, -1.4772818088531494, 4.419283390045166, -0.382158488035202, -4.342970371246338, -7.424435615539551, -17.0389461517334, -2.494657039642334, -0.11743880063295364, -8.052288055419922, -0.5025587677955627, -12.43115520477295]",disgust
"[-481.8165283203125, 65.11332702636719, -21.191789627075195, 8.975360870361328, -2.249001979827881, -10.5443754196167, -15.048050880432129, -17.973514556884766, -4.866708278656006, 3.7701032161712646, -12.940258026123047, -5.020625591278076, -6.632538795471191]",disgust
"[-443.1495056152344, 64.62675476074219, -27.769582748413086, -3.6123876571655273, -12.814562797546387, -16.218870162963867, -12.208717346191406, -26.48023796081543, -15.65969467163086, 0.8333598375320435, -17.84779167175293, -3.9514057636260986, -13.723528861999512]",disgust
"[-438.98089599609375, 50.112674713134766, -19.38332176208496, -0.1598864048719406, -6.006352424621582, -19.560209274291992, -17.571514129638672, -25.07831382751465, -3.3256609439849854, 1.567734718322754, -19.100996017456055, -2.8832199573516846, -11.046295166015625]",disgust
"[-467.15631103515625, 46.10486602783203, -16.63435935974121, -4.683371067047119, -5.314461708068848, -12.831608772277832, -8.694963455200195, -19.090173721313477, -14.53171157836914, 0.9312140941619873, -16.435733795166016, -0.8308178186416626, -13.815314292907715]",disgust
"[-587.2093505859375, 62.960208892822266, -11.482911109924316, 5.521261692047119, -0.2887563705444336, -10.464922904968262, -6.822221279144287, -15.64387035369873, -7.642604351043701, -1.9508178234100342, -12.183816909790039, -3.2819931507110596, -9.290583610534668]",surprised
"[-557.662841796875, 59.71999740600586, -6.635116100311279, 6.5423479080200195, 2.3275601863861084, -5.325773239135742, -4.861324310302734, -9.197884559631348, -8.678560256958008, 1.9303290843963623, -8.1564359664917, -1.813206672668457, -6.575225353240967]",surprised
"[-585.8834838867188, 50.91633224487305, -7.509625434875488, 6.994864463806152, 0.2852388322353363, -6.761062145233154, -6.058363914489746, -15.620574951171875, -7.447612762451172, -4.4605393409729, -8.889612197875977, -2.074397087097168, -9.670365333557129]",surprised
"[-572.0338745117188, 53.0703125, -5.674705982208252, 3.378746747970581, -1.1556042432785034, -9.903655052185059, -8.929951667785645, -21.295610427856445, -10.645975112915039, -6.243834495544434, -11.109164237976074, -1.4164787530899048, -14.14609432220459]",surprised
"[-507.6278381347656, 58.98158264160156, -13.551088333129883, 2.189864158630371, -0.8326672315597534, -10.356755256652832, -11.09460163116455, -18.000905990600586, -5.185810565948486, -0.43392854928970337, -7.381293296813965, -1.6489118337631226, -11.672469139099121]",surprised
"[-482.7288513183594, 48.12778091430664, -22.035749435424805, 3.0976333618164062, -5.81489896774292, -14.999220848083496, -11.994105339050293, -18.061908721923828, -6.0291361808776855, -0.9135958552360535, -8.55116081237793, -4.440425872802734, -13.352103233337402]",surprised
"[-505.071044921875, 56.442779541015625, -8.779254913330078, 1.2540043592453003, -2.7346384525299072, -12.627340316772461, -11.070712089538574, -16.22844123840332, -7.619042873382568, 1.2205634117126465, -13.73397159576416, -1.865635871887207, -7.560488224029541]",surprised
"[-527.6439819335938, 48.91956329345703, -11.006895065307617, -7.6372971534729, -5.0846099853515625, -14.446136474609375, -14.799055099487305, -19.06207847595215, -10.819685935974121, -2.048920154571533, -15.14717960357666, -4.857827663421631, -14.611047744750977]",surprised
"[-702.9969482421875, 75.20982360839844, 1.6558159589767456, 11.364334106445312, 10.323601722717285, 0.10286152362823486, -2.946376323699951, -3.9053008556365967, -6.709583282470703, -0.38547569513320923, 1.0336968898773193, -2.762986660003662, 4.076691627502441]",neutral
"[-700.7464599609375, 76.7098617553711, 4.6185503005981445, 10.865955352783203, 9.127706527709961, 2.758436679840088, -3.2228798866271973, -4.630258083343506, -5.342169284820557, 1.4896955490112305, 1.4995266199111938, -2.337292194366455, 5.5806097984313965]",neutral
"[-688.1319580078125, 68.33563995361328, 0.9261950254440308, 8.646993637084961, 9.977105140686035, 2.872800350189209, -4.686448574066162, -8.224095344543457, -7.483448028564453, 0.4094974994659424, 2.2805213928222656, -3.995189666748047, 5.188085079193115]",neutral
"[-673.6780395507812, 65.00211334228516, -2.798217296600342, 11.927754402160645, 7.200476169586182, 2.416884422302246, -4.689046859741211, -6.658273696899414, -10.662149429321289, 1.3852639198303223, 1.5353920459747314, -5.630376815795898, 5.1737189292907715]",neutral
"[-697.0689697265625, 93.4193115234375, 6.788991928100586, 17.678123474121094, 13.879993438720703, 4.221954822540283, -2.6871368885040283, -6.603421211242676, -5.939048767089844, 0.5879687070846558, -1.7662378549575806, -4.083465099334717, 9.117660522460938]",calm
"[-700.8360595703125, 87.66433715820312, 3.1837685108184814, 14.274029731750488, 11.587779998779297, 3.7305593490600586, -2.024049997329712, -3.69732666015625, -5.265252590179443, -0.9925116300582886, -1.8241008520126343, -4.671113014221191, 9.178675651550293]",calm
"[-696.3770751953125, 78.40910339355469, 13.958723068237305, 13.385588645935059, 12.252654075622559, 4.465105056762695, 0.15445645153522491, -6.896361351013184, -6.482244491577148, 1.9887239933013916, -0.5745011568069458, -4.966013431549072, 6.734567642211914]",calm
"[-697.6007690429688, 76.33349609375, 8.306692123413086, 13.934749603271484, 9.294878959655762, 2.4885001182556152, -1.195036768913269, -9.467451095581055, -7.267675876617432, 1.725213885307312, -0.523066520690918, -2.623666286468506, 6.477498531341553]",calm
"[-708.527099609375, 81.88343048095703, 6.716723442077637, 14.071720123291016, 14.67452621459961, 5.0909528732299805, -1.9351646900177002, -6.273721694946289, -6.960561752319336, 3.237138271331787, 3.0827672481536865, -2.092320680618286, 4.518534183502197]",calm
"[-684.798095703125, 80.04421997070312, -0.26781225204467773, 8.305034637451172, 12.61607551574707, 3.8072116374969482, -1.5721887350082397, -5.686945915222168, -8.638891220092773, -0.03947495296597481, 3.3861751556396484, -2.733942985534668, 4.842203617095947]",calm
"[-682.6543579101562, 70.01732635498047, 1.2197682857513428, 13.498988151550293, 11.555265426635742, 2.374237537384033, 0.14814624190330505, -8.803525924682617, -8.674450874328613, 3.005434036254883, 3.0404245853424072, -2.160090446472168, 6.521730899810791]",calm
"[-688.890625, 74.79056549072266, -0.36085081100463867, 12.461353302001953, 9.558188438415527, 0.6113853454589844, 0.6678348183631897, -6.939663887023926, -9.504522323608398, 1.6325987577438354, 0.21731817722320557, -1.2341641187667847, 5.751193046569824]",calm
"[-640.7837524414062, 70.72891998291016, -8.33863639831543, 11.112184524536133, 9.039403915405273, -0.3085179328918457, -5.355434417724609, -5.936748027801514, -10.626131057739258, 1.6008261442184448, 1.1369917392730713, -4.973087787628174, 5.694568157196045]",happy
"[-646.33056640625, 71.66328430175781, -6.291182518005371, 9.854366302490234, 10.32091999053955, 1.051810622215271, -6.134965896606445, -4.839573860168457, -11.587779998779297, 0.3781042695045471, 2.0756542682647705, -5.804862022399902, 5.059242248535156]",happy
"[-636.8036499023438, 64.28996276855469, -2.373267650604248, 10.460824012756348, 4.857618808746338, 3.7281386852264404, -8.153203964233398, -6.952724456787109, -11.791851997375488, -0.5010375380516052, 0.23393629491329193, -4.867023468017578, 5.398083209991455]",happy
"[-608.58935546875, 62.791934967041016, -4.415100574493408, 10.535388946533203, 2.1939282417297363, 4.899724960327148, -12.968249320983887, -9.453069686889648, -10.602859497070312, -4.313553333282471, 1.8177087306976318, -8.52619457244873, 3.7238762378692627]",happy
"[-555.8553466796875, 66.01664733886719, -11.420377731323242, 12.129324913024902, 10.44369125366211, 0.7703436017036438, -11.519761085510254, -4.406292915344238, -9.270744323730469, 0.020725008100271225, 1.2539763450622559, -9.562044143676758, 4.810974597930908]",happy
"[-490.8443603515625, 64.46118927001953, -7.234839916229248, 5.484647274017334, 0.4590783417224884, 0.015037771314382553, -19.565820693969727, -6.635534286499023, -12.06952953338623, -6.935657501220703, -1.4126633405685425, -11.072759628295898, -2.506091356277466]",happy
"[-493.240234375, 40.357513427734375, -8.36139965057373, -1.206351399421692, -8.826001167297363, 0.5746842622756958, -19.186447143554688, -9.471097946166992, -11.077947616577148, -7.136383533477783, -2.0887508392333984, -9.359968185424805, -3.0206573009490967]",happy
"[-518.2791748046875, 47.27008819580078, -8.689693450927734, 0.34081539511680603, -7.992006301879883, 0.8812285661697388, -16.50862693786621, -8.064230918884277, -9.915620803833008, -5.827418804168701, -1.0411473512649536, -7.9907684326171875, -2.81685733795166]",happy
"[-686.10791015625, 82.25201416015625, 15.673534393310547, 14.1865816116333, 10.147073745727539, 3.0858328342437744, -2.270815372467041, -5.218525409698486, -2.8384251594543457, 0.5514451265335083, 2.723027467727661, -2.306859016418457, 2.7357234954833984]",sad
"[-697.5136108398438, 83.8497314453125, 12.337432861328125, 14.347722053527832, 12.659981727600098, 4.232761859893799, -6.478061676025391, -6.630605697631836, -2.5997188091278076, 0.1154172420501709, 0.9600580930709839, -5.021396636962891, 3.215009927749634]",sad
"[-700.2008056640625, 79.7960205078125, 11.062984466552734, 12.639327049255371, 11.592130661010742, 3.4716928005218506, -5.038550853729248, -5.77072811126709, -2.1396570205688477, -1.1003152132034302, 0.8126239776611328, -2.841264486312866, 2.9156532287597656]",sad
"[-685.621826171875, 76.2249526977539, 10.54039478302002, 10.573673248291016, 7.750569820404053, 1.4565494060516357, -7.285329818725586, -7.475949764251709, -4.862408638000488, -0.47341737151145935, -0.22844167053699493, -4.914592266082764, 5.128810882568359]",sad
"[-642.3484497070312, 79.81124114990234, 0.3826840817928314, 15.375226020812988, 8.532350540161133, -0.12199631333351135, -9.041983604431152, -7.570565223693848, -5.690523147583008, -3.021156072616577, -0.5191466212272644, -5.512904167175293, 4.812050819396973]",sad
"[-653.68603515625, 71.63224029541016, 9.19798469543457, 18.23824119567871, 9.39382553100586, 2.467249870300293, -8.393465042114258, -5.162350177764893, -1.346108317375183, -2.2290570735931396, 0.6008791923522949, -3.5056257247924805, 2.435960531234741]",sad
"[-665.9020385742188, 78.11300659179688, 14.965340614318848, 8.997779846191406, 9.310508728027344, 2.3493382930755615, -3.130946159362793, -4.949830055236816, -4.990966320037842, -3.1852927207946777, 2.5181429386138916, -3.6512255668640137, 5.388895511627197]",sad
"[-694.1048583984375, 71.19059753417969, 22.004077911376953, 16.537052154541016, 13.14457893371582, 4.995914936065674, -1.3491928577423096, -2.618079662322998, -1.7495919466018677, -2.9096243381500244, 1.8232735395431519, -2.430868148803711, 2.739541530609131]",sad
"[-587.3574829101562, 65.2762451171875, -4.870682239532471, 13.440988540649414, 4.343612194061279, -2.894239902496338, -3.0103771686553955, -4.853050708770752, -11.32137680053711, -2.763294219970703, -2.460719585418701, -5.275356769561768, 6.638348579406738]",angry
"[-543.0643920898438, 58.102149963378906, -6.695074081420898, 9.746460914611816, 0.7312689423561096, -3.2134010791778564, -4.579431056976318, -5.594631671905518, -11.145660400390625, -2.0375540256500244, -2.0009143352508545, -5.930350303649902, 4.670261859893799]",angry
"[-542.0982055664062, 59.31950759887695, -6.250932693481445, 12.082498550415039, 4.500975131988525, -2.5422630310058594, -6.151923179626465, -5.467721939086914, -18.26355743408203, -2.0955967903137207, -3.0002195835113525, -7.908305644989014, 5.049873352050781]",angry
"[-537.4537963867188, 54.74388885498047, -8.300167083740234, 9.683747291564941, 0.9149754643440247, -3.906601667404175, -7.532045364379883, -8.559762954711914, -16.750974655151367, -3.8262741565704346, -3.777716875076294, -8.9180326461792, 2.756284713745117]",angry
"[-328.9422912597656, 22.980363845825195, -15.578791618347168, -1.7681180238723755, -11.771306037902832, -6.274631977081299, -12.637661933898926, -6.057147979736328, -10.728388786315918, -4.912875652313232, -0.6920267343521118, -6.73207426071167, -3.5892605781555176]",angry
"[-348.3410339355469, 52.402015686035156, -7.4022440910339355, 8.772961616516113, -1.0004407167434692, -10.616120338439941, -9.92314338684082, -1.006184697151184, -12.23071002960205, -1.4621374607086182, -1.0263749361038208, -8.543622016906738, 0.02266264706850052]",angry
"[-362.70257568359375, 28.90801239013672, -15.913296699523926, -3.9562931060791016, -11.807989120483398, -4.671086311340332, -14.111543655395508, -6.974128723144531, -13.31663990020752, -5.537697792053223, 0.3583269417285919, -4.871805191040039, -1.1668334007263184]",angry
"[-255.71238708496094, 14.004756927490234, -23.854360580444336, -11.49507999420166, -25.1622257232666, -6.153925895690918, -17.98333740234375, -8.73289680480957, -12.766640663146973, -8.163150787353516, -0.7665179967880249, -7.320789337158203, -8.58006477355957]",angry
"[-648.9677734375, 65.1994857788086, 5.158055305480957, 10.940873146057129, 8.177050590515137, 0.5942559242248535, -8.58096981048584, -2.103492021560669, -5.389019966125488, -0.8752360939979553, -0.13510333001613617, -6.448556900024414, 1.8275666236877441]",fearful
"[-669.1378784179688, 61.5444450378418, 11.801651954650879, 15.030468940734863, 8.764262199401855, 4.04937219619751, -4.286962032318115, 0.6712905168533325, -0.7652067542076111, 0.6192026734352112, 1.56354558467865, -3.0479836463928223, 1.4488744735717773]",fearful
"[-600.5916748046875, 57.665985107421875, 5.638185024261475, 10.878209114074707, 7.872687816619873, 1.4204174280166626, -5.872523784637451, -1.622506022453308, -7.038256645202637, -0.9442788362503052, 0.20124608278274536, -5.419423580169678, 4.453248023986816]",fearful
"[-600.73828125, 65.90029907226562, 5.065430164337158, 11.910497665405273, 6.0290207862854, 2.2837798595428467, -6.48491907119751, -1.643577218055725, -7.89885139465332, 2.556610107421875, 2.926654577255249, -2.8613176345825195, 5.889488697052002]",fearful
"[-637.6887817382812, 60.222633361816406, 8.799935340881348, 11.295003890991211, 5.380807876586914, 1.699043869972229, -5.465142726898193, -0.9332565069198608, -4.105237007141113, -1.2856638431549072, 0.9126838445663452, -5.121791362762451, 1.1226272583007812]",fearful
"[-465.3593444824219, 36.9013671875, -6.295705795288086, 3.0600407123565674, -3.4986021518707275, -5.8375091552734375, -13.419803619384766, -3.981386661529541, -5.8573832511901855, -7.048868656158447, -2.1673874855041504, -6.485887050628662, -3.60492205619812]",fearful
"[-468.5462646484375, 42.43262481689453, -3.23281192779541, 0.6944904923439026, -4.372563362121582, -6.36864709854126, -12.104032516479492, -4.379687309265137, -11.384450912475586, -5.415474891662598, -2.4627761840820312, -8.191773414611816, -2.2004072666168213]",fearful
"[-617.7449951171875, 60.47914505004883, 5.379975318908691, 12.439417839050293, 8.3503999710083, 2.4770541191101074, -5.352000713348389, -1.2535121440887451, -7.7494940757751465, -0.7513043284416199, -1.6770015954971313, -5.82344388961792, 2.145005702972412]",fearful
"[-701.3150634765625, 80.32416534423828, 3.3630871772766113, 16.758142471313477, 10.443244934082031, 2.2233943939208984, -0.5006669759750366, -4.411958694458008, -4.6085333824157715, 2.19743275642395, -0.10408822447061539, -0.590816855430603, 6.850691318511963]",disgust
"[-702.4052124023438, 80.38194274902344, 4.033238410949707, 18.140167236328125, 6.353939056396484, 1.4094417095184326, -0.734730064868927, -4.73930025100708, -3.104443311691284, 2.5213677883148193, 1.6553318500518799, -1.0374945402145386, 6.402606010437012]",disgust
"[-691.7268676757812, 78.33106994628906, 10.185649871826172, 14.003904342651367, 11.773584365844727, 3.918023109436035, -2.331986904144287, -3.437192678451538, -2.037297010421753, 1.581560492515564, 1.937177062034607, -1.7615017890930176, 5.154025554656982]",disgust
"[-677.1591186523438, 73.45478057861328, 9.868050575256348, 12.381699562072754, 5.01458740234375, 0.9175926446914673, -5.967808246612549, -3.3851938247680664, -3.5597920417785645, -1.1265959739685059, 1.886290431022644, -2.3182120323181152, 4.123754501342773]",disgust
"[-610.8284301757812, 64.2447738647461, 8.040276527404785, 12.786507606506348, 6.089632034301758, -2.052402973175049, -6.529867649078369, -2.4061119556427, -3.0973169803619385, -0.40930017828941345, 0.35376954078674316, -3.8463292121887207, 1.5752043724060059]",disgust
"[-578.5586547851562, 79.76416015625, 3.7376224994659424, 14.060527801513672, 3.716762065887451, -1.610253930091858, -7.167516708374023, -8.630619049072266, -5.986863613128662, -1.4939273595809937, -0.9613011479377747, -4.129886150360107, 4.4190216064453125]",disgust
"[-682.52685546875, 78.86541748046875, 15.14849853515625, 11.289026260375977, 6.549537658691406, 3.2039220333099365, -0.33351007103919983, -4.092041015625, -3.8600192070007324, -0.8778991103172302, 0.3979424834251404, -1.2278445959091187, 5.830373287200928]",disgust
"[-631.2630004882812, 77.80038452148438, 5.0906081199646, 10.62807559967041, 3.8421902656555176, 0.42958253622055054, -4.299579620361328, -4.261991500854492, -5.901116847991943, -2.0984866619110107, 3.0491135120391846, -3.9786345958709717, 4.820048809051514]",disgust
"[-579.4772338867188, 63.360103607177734, -3.5223546028137207, 3.36222767829895, -2.5852303504943848, -0.13877321779727936, -13.03055191040039, -9.177824974060059, -7.297394275665283, -4.13611364364624, -1.9541369676589966, -5.622906684875488, -0.09290999174118042]",surprised
"[-645.4190063476562, 60.64581298828125, -0.5960330367088318, 2.5991196632385254, 0.3075239062309265, 2.2665352821350098, -8.177546501159668, -4.751385688781738, -9.524728775024414, -3.7876152992248535, 2.591033458709717, -6.3099894523620605, -0.7086036801338196]",surprised
"[-665.2682495117188, 67.60875701904297, 3.2040646076202393, 8.213254928588867, 0.14219288527965546, 1.6295450925827026, -8.16576862335205, -7.898250102996826, -9.061369895935059, -2.4774608612060547, -0.4039510190486908, -6.356162071228027, 1.1218137741088867]",surprised
"[-653.255615234375, 53.8149299621582, -1.5111795663833618, 5.814299583435059, -3.1634624004364014, -0.016227370128035545, -9.242871284484863, -8.128267288208008, -7.350342273712158, -5.126907825469971, -0.6788253784179688, -5.360455513000488, -0.18958702683448792]",surprised
"[-587.0013427734375, 55.01945114135742, -1.6227467060089111, 7.206544399261475, 1.0931487083435059, -1.0364428758621216, -10.122608184814453, -4.399646759033203, -6.889559268951416, -2.9973666667938232, -0.07371271401643753, -7.687358856201172, -2.0101778507232666]",surprised
"[-609.867431640625, 63.59239196777344, 6.252358913421631, 10.699738502502441, 8.752476692199707, 4.375770568847656, -7.029447078704834, -3.4307026863098145, -3.034752130508423, -1.5657165050506592, 0.45500463247299194, -2.148803949356079, 2.145177125930786]",surprised
"[-541.5465087890625, 56.15217208862305, 0.7268865704536438, 3.7739269733428955, 2.7509255409240723, 1.8999171257019043, -10.633310317993164, -7.37001371383667, -8.57179069519043, -2.666051149368286, -2.7533669471740723, -7.0361762046813965, 0.8621293306350708]",surprised
"[-543.9785766601562, 56.6788444519043, 0.8880032896995544, 4.2046122550964355, 1.7017607688903809, 0.9836227297782898, -8.789050102233887, -6.426658630371094, -8.760234832763672, -3.6506171226501465, -4.113638401031494, -6.774759292602539, -1.6456049680709839]",surprised
"[-732.65673828125, 49.459197998046875, 7.58697509765625, 11.745494842529297, -6.90004825592041, -6.922328948974609, -4.744943618774414, -9.658121109008789, -4.893859386444092, -4.054391384124756, -1.9385392665863037, -6.034183979034424, -3.3294992446899414]",neutral
"[-724.0661010742188, 49.16261672973633, 6.170386791229248, 12.823397636413574, -6.228543281555176, -4.304304122924805, -6.662443161010742, -8.539878845214844, -1.9627572298049927, -3.1872918605804443, -2.9337728023529053, -6.962607383728027, -2.7790749073028564]",neutral
"[-705.0737915039062, 47.30094909667969, 3.9979441165924072, 9.118175506591797, -6.953895568847656, -2.4955780506134033, -9.098592758178711, -11.184670448303223, -3.4722795486450195, -3.3566229343414307, -4.486512184143066, -6.524014472961426, -3.183342933654785]",neutral
"[-697.0233154296875, 51.97127914428711, 3.6254043579101562, 7.665112495422363, -11.001025199890137, -3.200232982635498, -8.97773265838623, -11.726597785949707, -3.0032341480255127, -5.5096435546875, -3.836000680923462, -6.305511474609375, -3.517054557800293]",neutral
"[-680.7980346679688, 47.272926330566406, 0.8207045197486877, 7.643686294555664, -8.508646965026855, -11.413688659667969, -10.766578674316406, -10.711912155151367, -6.026528835296631, -7.776573181152344, -5.116119861602783, -8.693085670471191, -6.755886554718018]",calm
"[-749.8243408203125, 45.34711456298828, 5.397919178009033, 12.503950119018555, -5.115011692047119, -3.9594993591308594, -6.275661945343018, -7.190836429595947, -5.774429798126221, -6.900237083435059, -3.515090227127075, -8.406245231628418, -5.420077800750732]",calm
"[-690.5674438476562, 29.31571388244629, 6.365889072418213, 8.087989807128906, -8.402785301208496, -4.600664138793945, -10.349931716918945, -10.182999610900879, -5.906704902648926, -7.951062202453613, -6.455020427703857, -9.111405372619629, -5.864043712615967]",calm
"[-700.037353515625, 36.9522705078125, 4.514651298522949, 9.66789722442627, -7.398934364318848, -6.220144748687744, -8.101425170898438, -12.611109733581543, -5.082126140594482, -8.440032958984375, -5.869481563568115, -10.900749206542969, -5.7940993309021]",calm
"[-737.271484375, 51.84101486206055, 9.11898136138916, 8.29078197479248, -6.476960182189941, -6.197864055633545, -6.310542106628418, -9.680010795593262, -4.105523109436035, -2.9044151306152344, -2.626556158065796, -8.48500919342041, -3.747926712036133]",calm
"[-724.5664672851562, 41.176029205322266, 4.996831893920898, 11.053714752197266, -5.29972505569458, -7.849306106567383, -8.320895195007324, -9.461864471435547, -6.830423831939697, -7.559408664703369, -4.706526279449463, -10.602618217468262, -5.654297351837158]",calm
"[-739.1744995117188, 49.7457275390625, 7.662471771240234, 4.029240131378174, -7.360222816467285, -1.9941856861114502, -9.711956024169922, -10.53803539276123, -5.067779064178467, -3.428524971008301, -3.424659013748169, -5.494843482971191, -4.838156700134277]",calm
"[-698.1073608398438, 45.5555305480957, 7.9851861000061035, 8.071099281311035, -8.659873962402344, -5.537562847137451, -10.492820739746094, -12.5852632522583, -1.8284672498703003, -8.74560546875, -3.7692370414733887, -7.086615085601807, -5.376311779022217]",calm
"[-492.7560729980469, 33.667999267578125, -22.091943740844727, 11.749481201171875, -12.466864585876465, -20.52044677734375, -7.235677719116211, -18.32452392578125, -3.2331314086914062, -8.899662017822266, -9.857879638671875, 1.1483824253082275, -10.0147705078125]",happy
"[-510.18377685546875, 35.755001068115234, -14.289515495300293, 0.5209998488426208, -8.526689529418945, -15.3433198928833, -7.034858703613281, -12.802263259887695, -2.286768913269043, -6.846161365509033, -8.014527320861816, -4.51025390625, -12.190603256225586]",happy
"[-566.632568359375, 32.27993392944336, -12.037314414978027, 5.0902934074401855, -9.12518310546875, -14.737998008728027, -16.18486785888672, -15.441518783569336, -2.3082680702209473, -10.927797317504883, -7.186331748962402, -4.565096378326416, -6.067319869995117]",happy
"[-569.3751831054688, 30.661476135253906, -10.523580551147461, 1.9721910953521729, -7.698435306549072, -14.427261352539062, -10.486801147460938, -15.433853149414062, -6.180310249328613, -9.84355640411377, -9.693504333496094, -4.797226428985596, -9.755992889404297]",happy
"[-407.8580017089844, 23.92049217224121, -39.857017517089844, -2.2663168907165527, -17.201414108276367, -26.4395694732666, -5.174319267272949, -17.988548278808594, -7.303280830383301, -3.204782724380493, -13.995488166809082, 9.53347396850586, -1.376866102218628]",happy
"[-419.065673828125, 23.334423065185547, -38.20860290527344, 1.1278531551361084, -17.442472457885742, -21.291061401367188, -6.787626266479492, -20.561790466308594, -2.749767541885376, -9.117053985595703, -10.55124568939209, 1.8143264055252075, -11.265219688415527]",happy
"[-399.6150207519531, 14.949853897094727, -49.83258056640625, -1.62668776512146, -15.67162799835205, -29.895511627197266, -9.514872550964355, -24.43315887451172, -3.740919828414917, -6.34104585647583, -11.813285827636719, 6.831395626068115, -1.8982049226760864]",happy
"[-427.1101989746094, 15.298604965209961, -36.56122970581055, -1.0242881774902344, -11.518511772155762, -27.046112060546875, -7.2202630043029785, -23.04392433166504, -7.669696807861328, -8.471855163574219, -10.286733627319336, 7.593083381652832, 7.245391368865967]",happy
"[-661.7108764648438, 56.99402618408203, 9.310742378234863, 18.986894607543945, -6.864844799041748, -6.371029376983643, -10.699604034423828, -9.96066665649414, -5.483791828155518, -6.8466644287109375, -2.722227096557617, -3.6896865367889404, -3.3596725463867188]",sad
"[-665.9666748046875, 54.24322509765625, 5.271867275238037, 8.768156051635742, -7.933098793029785, -6.015808582305908, -9.712169647216797, -9.894315719604492, -3.8235702514648438, -8.590314865112305, -5.704829216003418, -6.540055274963379, -6.804410934448242]",sad
"[-650.1527709960938, 41.95610427856445, 4.592430591583252, 12.916298866271973, -9.580070495605469, -5.698955535888672, -10.870048522949219, -13.72122859954834, -1.4503122568130493, -6.9012532234191895, -3.6020426750183105, -5.4829792976379395, -3.7205071449279785]",sad
"[-645.2230834960938, 48.41469955444336, 9.26605224609375, 12.248794555664062, -6.219714641571045, -3.620741605758667, -11.675044059753418, -11.86037826538086, -3.0859568119049072, -7.321167945861816, -3.982839345932007, -4.360503673553467, -3.338837146759033]",sad
"[-573.72314453125, 41.56999588012695, -7.770820140838623, 7.38117790222168, -14.206389427185059, -7.612124919891357, -14.230181694030762, -16.547439575195312, -4.3725433349609375, -6.0012288093566895, -3.7908759117126465, -3.3849308490753174, -7.405203342437744]",sad
"[-637.6010131835938, 52.0458869934082, -7.668793201446533, 12.440346717834473, -8.995565414428711, -7.783336639404297, -11.913554191589355, -14.152118682861328, -5.2113494873046875, -1.7894988059997559, -5.811103343963623, -1.1521811485290527, -5.648006439208984]",sad
"[-577.2213745117188, 44.21610641479492, -9.24758529663086, 5.46621561050415, -15.076136589050293, -11.031118392944336, -14.87447738647461, -18.188045501708984, -6.324087142944336, -7.874679088592529, -8.037381172180176, -2.3180277347564697, -7.954834938049316]",sad
"[-528.9569091796875, 42.491722106933594, -20.766023635864258, 9.727511405944824, -16.917217254638672, -20.50442886352539, -12.568010330200195, -26.86053466796875, -5.858066558837891, -7.513706684112549, -15.593944549560547, 2.4930078983306885, -12.979477882385254]",sad
"[-563.1329956054688, 35.88884735107422, -8.429485321044922, 5.099999904632568, -14.300379753112793, -8.001605033874512, -7.142201900482178, -10.989900588989258, -4.050124168395996, -8.632796287536621, -7.68036413192749, -7.050358772277832, -5.071618556976318]",angry
